iter	Logloss
0	0.5480999811
1	0.4050373897
2	0.3277851872
3	0.2848727829
4	0.2333335076
5	0.2013062016
6	0.1782121539
7	0.1567614739
8	0.130088122
9	0.1101309982
10	0.1003282601
11	0.09010916778
12	0.0835588925
13	0.07441261375
14	0.06989698741
15	0.06358263904
16	0.0600412388
17	0.0562033288
18	0.05209483951
19	0.04866066775
20	0.04526539217
21	0.04328742753
22	0.04128944077
23	0.03924254464
24	0.03763429644
25	0.03651007146
26	0.03547653295
27	0.03449357683
28	0.03378611132
29	0.03269639882
30	0.03189157365
31	0.03101942032
32	0.02988425958
33	0.02872424577
34	0.02837686259
35	0.02753804571
36	0.02706390394
37	0.02590540472
38	0.02545862836
39	0.02414814825
40	0.02364234531
41	0.02321936753
42	0.02221964568
43	0.02177130217
44	0.02151953324
45	0.02032471363
46	0.01995452385
47	0.01962034542
48	0.01938343649
49	0.01931768672
50	0.01909749781
51	0.01887709588
52	0.01853958206
53	0.01797723991
54	0.01739323584
55	0.01683370558
56	0.01657599814
57	0.01612749638
58	0.01594158635
59	0.01586737860	60	0.01568898161	61	0.01565540162	62	0.01495163163	63	0.01433337465
64	0.01397168244
65	0.01390436131
66	0.01388630866
67	0.0134315874
68	0.0129268921
69	0.01267497159
70	0.01263022777
71	0.01260004427
72	0.01247285199
73	0.01245310318
74	0.01242109297
75	0.01196086352
76	0.01192781777
77	0.01190934136
78	0.01167167103
79	0.01140126014
80	0.01134622117
81	0.01133370851
82	0.01108496561
83	0.0109220345
84	0.01090680111
85	0.01061623497
86	0.01061623878
87	0.01050386534
88	0.01026581251
89	0.01021021543
90	0.009818095075
91	0.009578182883
92	0.009294496459
93	0.009243774271
94	0.009027766092
95	0.009014248713
96	0.008818676158
97	0.008804006451
98	0.008737396782
99	0.008715745108
100	0.00848807822
101	0.00831475611
102	0.008161376589
103	0.008103006117
104	0.008055473898
105	0.007965550925
106	0.007816563842
107	0.007674914034
108	0.007649146368
109	0.007520571282
110	0.007406534791
111	0.007385085401
112	0.007229894503
113	0.007133570854
114	0.007133475477
115	0.007102051699
116	0.007081385585
117	0.007081371612
118	0.007067172231
119	0.007025571731
120	0.006944685367
121	0.006594231982
122	0.006557408915
123	0.006536884499
124	0.006521851338
125	0.006470705924
126	0.00638449877
127	0.006255683218
128	0.00625567569
129	0.006198984388
130	0.005838027657
131	0.005809016094
132	0.005806557606
133	0.005696978137
134	0.005587425522
135	0.005587402238
136	0.005587371084
137	0.005492227959
138	0.0054087372
139	0.005406309112
140	0.005324670023
141	0.00532466072
142	0.00532467576
143	0.005218473803
144	0.005176484861
145	0.005108476762
146	0.005108450979
147	0.005067865619
148	0.005067869901
149	0.005067891979
150	0.005067860108
151	0.005067806892
152	0.005067504543
153	0.005067448338
154	0.005010126249
155	0.005010104047
156	0.004887458588
157	0.004887254504
158	0.004857040859
159	0.004824261687
160	0.004797314525
161	0.004797293756
162	0.004797320605
163	0.004797320605
164	0.004797271071
165	0.004773879306
166	0.004715547038
167	0.00471551196
168	0.004715520196
169	0.004715491907
170	0.004715512676
171	0.004715465408
172	0.004715454665
173	0.004715454299
174	0.004715436168
175	0.004671394362
176	0.004671380046
177	0.004668642844
178	0.004668662905
179	0.004668020894
180	0.004667994388
181	0.004667975167
182	0.004667857596
183	0.00466783231
184	0.004667829438
185	0.004667849491
186	0.004667811892
187	0.004667770718
188	0.004667790772
189	0.004667762124
190	0.004667727038
191	0.004667717378
192	0.004667670102
193	0.004667643961
194	0.00466763978
195	0.004667648732
196	0.004667615064
197	0.004665068845
198	0.004643217866
199	0.0046431880200200	0.004643201993
201	0.004643167974
202	0.004643166908
203	0.00464314399
204	0.004643165468
205	0.0046431047206206	0.0046430975207207	0.0046430979208208	0.0046418269209209	0.0046418022210210	0.0046418069211211	0.0046417882212212	0.0046418040213213	0.004493098621214	0.004491651502
215	0.00449159683
216	0.004491539192
217	0.004491463525
218	0.004491477483
219	0.004491461011
220	0.004491468889
221	0.004491428783
222	0.004491406954
223	0.004491430215
224	0.004491406947
225	0.004491392272
226	0.004491396196
227	0.004491327808
228	0.00449136684
229	0.004491336036
230	0.004491336036
231	0.004491313111
232	0.004491314558
233	0.004491293687
234	0.00449130622
235	0.004491262898
236	0.004491266479
237	0.004491150815
238	0.004491148666
239	0.00449113291
240	0.004491111074
241	0.004491112506
242	0.004491093885
243	0.004491091737
244	0.004491053063
245	0.004491030262
246	0.004490985493
247	0.004490934659
248	0.004490903987
249	0.00449091747
250	0.004490875215
251	0.004490884526
252	0.004490859825
253	0.004490859093
254	0.004490846933
255	0.004490822225
256	0.004490819345
257	0.004490786423
258	0.004490797524
259	0.004490796092
260	0.00449075741
261	0.004488581379
262	0.004488540191
263	0.004488500684
264	0.00448850569
265	0.004488392671
266	0.004488404496
267	0.004485263157
268	0.004485275325
269	0.004485247028
270	0.004485262083
271	0.004461251038
272	0.004461249239
273	0.004439108278
274	0.004439083928
275	0.00443908536
276	0.004420196007
277	0.004420191703
278	0.00442017667
279	0.004420172015
280	0.004420157684
281	0.004399905652
282	0.004399926071
283	0.004399895984
284	0.004399880352
285	0.004399886805
286	0.00439987463
287	0.00439988858
288	0.00439988106
289	0.004399862331
290	0.00438121194
291	0.004364132558
292	0.004334032131
293	0.004272269146
294	0.004272249217
295	0.004272258162
296	0.004256505709
297	0.004256474555
298	0.00425648852
299	0.00425648961
3336
